Segment,Age,AGENT_FIRST_NAME,AGENT_LAST_NAME,AGENT_DOB,row_count,NPN,LICENSE_NUMBER,LICENSE_TYPE,BROKERDEALER_NAME,QUALIFICATION,CITY,STATE_REGISTERED_ARRAY,NUM_STATE_REGISTERED,EDUCATION,GENDER,HOUSE_OWNERSHIP,MAPPED_CUST_ID,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,OCCUPATION,POSTAL_CODE,PURCHASE_HABITS_APPAREL,PURCHASE_HABITS_COMPUTERS,PURCHASE_HABITS_FITNESS,PURCHASE_HABITS_OTHERS,PURCHASE_HABITS_TRAVEL,max,REPCRD,BDFIRMCRD,INDEPENDENT_CONTRACTOR_FLAG,AUM_SELFREPORTED,AGENT_TENURE,NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS,label,NPS_FEEDBACK,NPS_SCORE,AGENT_ID,MEMBERSHIP_STATUS_DATE,AGENT_MEMBERSHIP_PROGRAM_STATUS,CHANNEL,COMPLAINTS_LAST_12_MONTHS,COMPLAINT_CATEGORY,PREMIUM_AMOUNT
Independent Agents,60,AMANDA,RAY,-146534400000,1,18808806,3334242,General Lines Agent,"[""OneDigital""]",Property and Casualty,DOUGLASVILLE,"[""MS""]",1,MASTER,F,RENT,2108482693,WIDOWED,0,0,CONSULTANT,30135,0,1,1,0,0,state,745489,50515,,11430841,13.8,6,Detractor,Unexpected policy lapses due to hidden rules.,2,2108482693,1678060800000,Visited,Web Content,2,Policy,3582
Independent Agents,32,AMANDA,RAY,722131200000,1,21034644,3141777,Life Agent,"[""OneGroup NY Inc.""]",Life Agent/Agency,KALISPELL,"[""WY""]",1,MASTER,F,RENT,2108482693,WIDOWED,0,0,CONSULTANT,59901,0,1,1,0,0,state,389889,61790,1,0,14.4,6,Detractor,Unexpected policy lapses due to hidden rules.,2,2108482693,1678060800000,Visited,Web Content,2,Policy,4198
Independent Agents,32,ERIN,BIDDLE,714787200000,1,19848245,2934286,General Lines Agent,"[""Florida One Insurance Agency""]","Life, Accident, Health & HMO",HELOTES,"[""ID"",""AZ""]",2,HIGH_SCHOOL,F,OWN,2185677328,WIDOWED,1,1,CONSULTANT,78023,1,0,0,0,0,state,412235,56663,1,792394,11.2,13,Passive,Premiums are about what I expected compared to other insurers.,7,2185677328,1725148800000,Visited,Paid Social,7,Billing,4555
Independent Agents,43,BENJAMIN,ALLEN,397872000000,1,21477904,3375564,General Lines Agent,"[""Trucordia""]","Life, Accident, Health & HMO",INDEPENDENCE,"[""WV"",""NE"",""MO""]",3,ASSOCIATE,M,MORTGAGE,2195200880,SINGLE,1,3,SERVICE,640552868,0,1,1,1,0,state,305822,68302,,8767714,19,15,Promoter,"The policy covers all my needs, and I appreciate the transparent communication.",9,2195200880,1718236800000,Visited,Web Content,1,Sales,6257
Independent Agents,40,BENJAMIN,ALLEN,492220800000,1,18066033,2355050,General Lines Agent,"[""Shepherd Insurance""]",Property and Casualty,TUSCUMBIA,"[""CT"",""KY"",""AL"",""FL""]",4,ASSOCIATE,M,MORTGAGE,2195200880,SINGLE,1,3,SERVICE,356740835,0,1,1,1,0,state,940871,91723,,46874952,6.4,15,Promoter,"The policy covers all my needs, and I appreciate the transparent communication.",9,2195200880,1718236800000,Visited,Web Content,1,Sales,8620
Independent Agents,56,PAUL,WHITE,-27043200000,1,12098472,2350469,Adjuster,"[""Lawley Insurance""]",Adjuster - All Lines,SAN MARCOS,"[""ID""]",1,BACHELOR,F,OTHER,2321631389,MARRIED,0,1,AGENT,786665755,1,1,0,0,0,state,488440,44683,,9622197,16.9,8,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",9,2321631389,1652918400000,Visited,Search,0,,5652
Independent Agents,60,JULIE,NUTT,-167788800000,1,19493841,2521140,General Lines Agent,"[""Atlas Insurance Brokers LLC""]","Life, Accident, Health & HMO",DRIPPING SPRINGS,"[""CT"",""PA""]",2,MASTER,M,OWN,2355747964,SINGLE,3,1,CONSULTANT,78620,0,1,0,0,0,state,845416,59643,,0,2.9,5,Detractor,Customer service lines are always busy and staff rarely follow up.,0,2355747964,1695427200000,Visited,Search,3,Service,3562
Independent Agents,34,JORDAN,HOOD,674006400000,1,19661682,2575849,General Lines Agent,"[""Rate Insurance LLC""]",Property and Casualty,WESTLAKE,"[""OH""]",1,BACHELOR,M,OWN,2378257487,MARRIED,1,1,MANAGER,762627314,1,0,0,0,0,state,955762,45793,,0,5.5,6,Promoter,They proactively offered extra riders for critical illness without upselling.,9,2378257487,1733875200000,Visited,Web Content,11,Sales,8711
Independent Agents,26,CHRISTOPHER,KIRBY,931219200000,1,20217866,2817698,General Lines Agent,"[""World Insurance Associates LLC""]",Property and Casualty,WESTLAKE,"[""MA"",""NV""]",2,HIGH_SCHOOL,F,OTHER,2384624138,WIDOWED,2,2,SERVICE,76262,1,0,0,1,1,state,333473,25502,,5176248,18.5,4,Detractor,Claim payout took over three months after countless follow-ups.,1,2384624138,1655510400000,Visited,Web Content,10,Billing,3947
Independent Agents,28,TIMOTHY,QUIRK,845596800000,1,19780767,2886733,General Lines Agent,"[""Robertson Ryan Insurance""]","Life, Accident, Health & HMO",HINSDALE,"[""ND""]",1,DOCTORATE,F,RENT,2481317293,DIVORCED,2,4,AGENT,60521,0,1,0,1,1,state,231237,63313,,6299155,0.8,4,Promoter,Their COVID-19 coverage is extensive and provided me peace of mind.,9,2481317293,1754179200000,Registered,Web Content,9,Claims,5869
Independent Agents,35,CURTIS,ZIMMER,640828800000,1,981279,1458507,General Lines Agent,"[""Ross & Yerger Insurance""]","Life, Accident, Health & HMO",LEONARD,"[""ID"",""KS"",""NJ""]",3,MASTER,M,MORTGAGE,2590853665,SINGLE,1,3,SERVICE,483670764,0,1,0,1,0,state,567710,60967,1,2176454,17.9,13,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",10,2590853665,1604620800000,Clicked,Referral,0,,6610
Independent Agents,40,HEIDI,DIETRICH,487296000000,1,6824321,1122623,General Lines Agent,"[""TRICOR Insurance""]","Life, Accident, Health & HMO",HOUSTON,"[""ND"",""WY"",""WV""]",3,MASTER,M,OWN,2592192512,SINGLE,0,1,ADJUSTER,77079,1,0,0,1,1,state,531010,59682,1,9545719,13.8,7,Promoter,"The policy covers all my needs, and I appreciate the transparent communication.",10,2592192512,1689811200000,Sent,Search,5,Policy,5704
Independent Agents,59,NERMIN,EMINOVIC,-128044800000,1,18704991,2274190,General Lines Agent,"[""Highstreet Insurance Partners""]","Life, Accident, Health & HMO",MACOMB,"[""WA""]",1,DOCTORATE,F,RENT,2670519680,WIDOWED,0,1,CONSULTANT,48044,1,1,1,0,0,state,423428,35741,,182718031,10.6,9,Passive,Neither dissatisfied nor excited about my experience.,7,2670519680,1732579200000,Attended,Direct Mail,5,Sales,4687
Emerging Experts,46,JONATHAN,MANJARRES,281491200000,1,21345917,3244286,Life Agent,"[""Frost Insurance Agency""]",Life Agent/Agency,IRVINE,"[""ME"",""SC"",""NH""]",3,ASSOCIATE,M,OWN,2703975996,WIDOWED,0,1,MANAGER,92618,0,0,1,1,1,state,778650,11641,1,1506383,14.4,10,Passive,Signed up mainly because of a friend's recommendation. So far OK.,8,2703975996,1744761600000,Visited,Multichannel Initiative,8,Billing,4705
Independent Agents,64,GEOFFREY,BECRAFT,-282873600000,1,7241321,1980623,Adjuster - DHS Texas,"[""Relation Insurance Inc.""]",Adjuster - P&C DHS TX,PRIOR LAKE,"[""NE"",""NV"",""FL"",""MI""]",4,HIGH_SCHOOL,M,OWN,2747733650,SINGLE,1,0,MANAGER,553724564,1,0,0,0,1,state,467585,39963,,0,5.8,11,Promoter,"My agent was very patient in answering all my questions, thank you!",9,2747733650,1713916800000,Visited,Web Content,3,Billing,6170
Independent Agents,66,JOEL,TAPIA,-331862400000,1,20776905,3043734,General Lines Agent,"[""ALKEME""]","Life, Accident, Health & HMO",ALBUQUERQUE,"[""LA"",""FL"",""MD""]",3,MASTER,M,MORTGAGE,2806971804,MARRIED,2,3,ADJUSTER,87112,1,0,0,1,1,state,702058,52542,,6161480,11.6,6,Detractor,Denied my hospitalization claim without sufficient reason.,2,2806971804,1749513600000,Sent,Search,10,Service,3210
Emerging Experts,43,JOEL,TAPIA,392428800000,1,21368263,3254045,Pers Lines Prop and Cas Agent,"[""BroadStreet Partners Inc.""]",Personal Lines Prop and Cas,SAN ANTONIO,"[""KS"",""AK""]",2,MASTER,F,MORTGAGE,2806971804,MARRIED,2,3,ADJUSTER,78223,1,0,0,1,1,state,192124,66397,1,6224882,1.7,6,Detractor,Denied my hospitalization claim without sufficient reason.,2,2806971804,1749513600000,Sent,Search,10,Service,4969
Accomplished Professionals,59,STACEY,SCHEAR,-112665600000,1,5718023,3068790,General Lines Agent,"[""Premier Group Insurance Inc.""]","Life, Accident, Health & HMO",HOWELL,"[""OH""]",1,BACHELOR,F,OTHER,2820017936,MARRIED,2,1,BROKER,077311358,0,0,1,0,1,state,724906,81003,1,6203269,11.3,3,Passive,My request to update beneficiaries took weeks to process.,6,2820017936,1666137600000,Attended,Event,11,Policy,8889
Independent Agents,29,CARRIE,THEISS,819072000000,1,7148670,2178549,Life Agent,"[""Lockton""]",Life Agent/Agency,SPRING,"[""OK"",""NC"",""IN""]",3,DOCTORATE,F,OTHER,2915618275,DIVORCED,3,1,BROKER,77379,1,0,1,0,1,state,902490,65940,1,0,8.6,18,Promoter,Policy benefits exceeded my expectations and premiums are reasonable.,9,2915618275,1658188800000,Visited,Web Content,0,,5859
Emerging Experts,43,ADRIANNA,MEDEIROS,380246400000,1,20258331,3342233,Adjuster,"[""Turner Surety & Insurance Brokerage""]",Adjuster - All Lines,LAKELAND,"[""MT"",""NJ"",""CO""]",3,ASSOCIATE,F,MORTGAGE,2954024378,SINGLE,0,0,CONSULTANT,33811,0,0,0,1,1,state,977641,76498,,0,9,6,Detractor,My request to update beneficiaries took weeks to process.,1,2954024378,1634083200000,Visited,Search,0,,4186
Comfortable retirees,65,LAFONYA,WALLACE,-308102400000,1,19572250,2541186,Adjuster,"[""ALKEME""]",Adjuster - All Lines,COLUMBUS,"[""MT"",""GA"",""CO""]",3,ASSOCIATE,M,OTHER,2968208956,MARRIED,3,0,AGENT,432152226,1,0,1,0,1,state,353068,84693,,188510387,1.7,0,Passive,Standard coverage with industry average benefits.,8,2968208956,1646524800000,Visited,Paid Social,0,,4139
Independent Agents,45,DAN,OHLWILER,327542400000,1,2711445,2940336,Life Agent,"[""Charles L. Crane Agency""]",Life Agent/Agency,MISSION VIEJO,"[""IL"",""FL""]",2,HIGH_SCHOOL,F,OTHER,2977414663,SINGLE,2,2,CONSULTANT,92691,0,1,1,0,0,state,353040,89595,,28920899,4.3,2,Detractor,Website is confusing and lacks important policy details.,4,2977414663,1652486400000,Clicked,Web Content,0,,3305
Independent Agents,28,MICHELLE,MECHLING,856483200000,1,20007441,2921589,General Lines Agent,"[""Heffernan Insurance Brokers""]","Life, Accident, Health & HMO",LONE TREE,"[""MS"",""VA""]",2,BACHELOR,F,OWN,2986540172,DIVORCED,3,1,ADJUSTER,801245729,1,1,1,1,1,state,136213,32752,,35334920,9,13,Passive,"Renewal reminders are appreciated, but online portal is basic.",8,2986540172,1721692800000,Sent,Paid Social,8,Billing,6697
Independent Agents,56,WILLIAM,SCHWINDT,-25833600000,1,21430146,3340900,General Lines Agent,"[""R&R Insurance Services Inc.""]","Life, Accident, Health & HMO",DENVER,"[""OK"",""GA"",""TX""]",3,DOCTORATE,F,OWN,2990824846,MARRIED,3,3,MANAGER,80222,0,1,1,0,1,state,680254,57312,,0,7.5,9,Passive,Difficult to get in touch with anyone after filing a claim.,6,2990824846,1543708800000,Visited,Search,10,Claims,4848
Independent Agents,29,IRMA,PENA,817430400000,1,1069345,1678864,General Lines Agent,"[""Patriot Growth Insurance Services LLC""]","Life, Accident, Health & HMO",LAREDO,"[""IL"",""DC"",""PA"",""WA""]",4,BACHELOR,F,OWN,3158947646,MARRIED,3,3,AGENT,78041,1,0,0,0,0,state,600844,39637,,0,3.8,6,Detractor,Denied my hospitalization claim without sufficient reason.,3,3158947646,1723248000000,Visited,Web Content,9,Service,4037
Independent Agents,62,JEFFREY,BULLARD,-221875200000,1,5314675,1110636,General Lines Agent,"[""Turner Surety & Insurance Brokerage""]",Property and Casualty,SHERMAN,"[""CT"",""WA"",""SD"",""SC""]",4,HIGH_SCHOOL,M,OWN,3193283387,DIVORCED,2,1,MANAGER,75092,0,1,0,0,1,state,772304,59628,1,0,7.5,9,Passive,"Decent options for add-ons, though plan features could be clearer.",7,3193283387,1597449600000,Clicked,Referral,0,,4311
Independent Agents,34,JOHN,STILLMAN,665625600000,1,21476091,3294338,General Lines Agent,"[""Higginbotham""]","Life, Accident, Health & HMO",DALLAS,"[""WA"",""NV""]",2,ASSOCIATE,F,RENT,3200266285,SINGLE,2,4,BROKER,75225,1,1,0,1,1,state,423237,84692,,11180013,6.9,13,Promoter,Renewal process was effortless and rates remain very competitive.,9,3200266285,1711065600000,Clicked,Email Non Nurture,0,,5834
Comfortable retirees,63,CLAUDIA,JEAN,-246931200000,1,3430134,392106,Adjuster,"[""HUB International Ltd.""]",Adjuster - P&C,BRASELTON,"[""MT""]",1,BACHELOR,M,RENT,3223113393,DIVORCED,3,0,BROKER,305172917,1,0,0,1,0,state,155642,69011,,40972490,2.8,6,Detractor,I was misinformed about coverage exclusions during the sales process.,3,3223113393,1763942400000,Sent,Search,9,Claims,4736
Independent Agents,34,KELSEY,AVANTS,660700800000,1,6063332,1211406,General Lines Agent,"[""Haas & Wilkerson Insurance""]","Life, Accident, Health & HMO",DUNCAN,"[""OH"",""NJ""]",2,BACHELOR,F,OWN,3239517817,SINGLE,1,3,MANAGER,735340964,1,0,0,1,1,state,926300,94369,,2970729,16.7,13,Promoter,I always receive quick support and detailed answers to all my queries.,9,3239517817,1755561600000,Visited,Referral,9,Service,5343
Independent Agents,63,BRIAN,CUMMINGS,-251510400000,1,21265056,3227493,Life Agent,"[""Ross & Yerger Insurance""]",Life Agent/Agency,MILTON,"[""OK"",""NM""]",2,ASSOCIATE,F,OWN,3275257188,WIDOWED,1,3,MANAGER,30004,1,1,1,0,0,state,721562,48990,1,0,14.4,2,Detractor,Very high deductibles and complicated claim filing steps.,0,3275257188,1749945600000,Visited,Email Nurture,0,,3634
Independent Agents,29,RONITA,BURKE,821491200000,1,20372543,2892322,General Lines Agent,"[""Moody Insurance Agency Inc.""]","Life, Accident, Health & HMO",HOPE MILLS,"[""OH""]",1,BACHELOR,F,RENT,3275327462,SINGLE,1,0,ADJUSTER,283489445,1,1,1,1,0,state,189872,77337,1,8116139,12.6,14,Passive,Premiums are about what I expected compared to other insurers.,7,3275327462,1631577600000,Visited,Paid Social,0,,4661
Independent Agents,62,ANDREA,HOLGUIN,-231120000000,1,21487451,3311437,General Lines Agent,"[""Dean & Draper Insurance Agency LP""]","Life, Accident, Health & HMO",MORONGO VALLEY,"[""MO""]",1,HIGH_SCHOOL,M,MORTGAGE,3292182974,DIVORCED,0,3,SERVICE,92256,0,0,0,0,1,state,704140,30407,,1814144,11.2,5,Detractor,Delays in claim settlement left me frustrated and disappointed.,0,3292182974,1743811200000,Registered,Event,5,Website,4309
Independent Agents,62,DEBORAH,BERMEA,-216000000000,1,1587586,1120914,General Lines Agent,"[""Kapnick Insurance Group""]",Property and Casualty,SAN ANTONIO,"[""FL"",""SC""]",2,BACHELOR,F,OTHER,3292486167,MARRIED,2,3,SERVICE,782133951,1,1,0,1,1,state,988662,25713,,0,3.9,7,Passive,"App works, but I'd like to see more features added.",8,3292486167,1739232000000,Sent,Paid Social,7,Policy,4341
Independent Agents,29,MADEL,CABREJA,832377600000,1,20812131,3070296,Life Agent,"[""World Insurance Associates LLC""]",Life Agent/Agency,JOHNSTON,"[""OH"",""SC"",""NJ""]",3,DOCTORATE,M,RENT,3309924465,DIVORCED,3,1,BROKER,02919,0,0,1,1,1,state,463610,61626,,20330838,14.9,11,Passive,"Expectations matched reality, service-wise.",7,3309924465,1760400000000,Clicked,Referral,4,Sales,4992
Independent Agents,47,DONALD,BONE,258854400000,1,667172,1475677,General Lines Agent,"[""Moreton & Company""]","Life, Accident, Health & HMO",ALAMO,"[""OR"",""NH"",""AK"",""TX""]",4,DOCTORATE,F,OTHER,3350286338,DIVORCED,1,3,SERVICE,945074071,0,1,0,0,0,state,800868,88571,,0,4.1,5,Passive,"Call hold times are sometimes long, but reps polite.",8,3350286338,1575504000000,Registered,Search,0,,3737
Comfortable retirees,63,SREELAKSHMI,TINNANOORU,-242524800000,1,18994085,2364362,General Lines Agent,"[""The MJ Companies""]","Life, Accident, Health & HMO",IRVING,"[""KS"",""KY"",""DC"",""PA""]",4,HIGH_SCHOOL,M,OTHER,3358996603,WIDOWED,3,3,AGENT,750631240,0,0,1,0,0,state,517947,19718,,9359015,1.5,1,Passive,"Policy purchase was smooth, but I haven't needed to claim yet.",7,3358996603,1740787200000,Sent,Web Content,2,Website,4562
Independent Agents,28,PING,NG,864345600000,1,2616226,2299731,General Lines Agent,"[""Associated Insurance Management LLC""]","Life, Accident, Health & HMO",BROOKLYN,"[""SC"",""MA""]",2,BACHELOR,M,OTHER,3378106050,DIVORCED,0,4,BROKER,11236,0,0,1,1,1,state,184848,41502,1,6621117,4.8,10,Promoter,Policy benefits exceeded my expectations and premiums are reasonable.,10,3378106050,1749859200000,Sent,Web Content,5,Website,5955
Independent Agents,37,KARA,KEENE,586828800000,1,16520430,2982394,General Lines Agent,"[""Marshall + Sterling Enterprises Inc.""]",Property and Casualty,"MODESTO, CA","[""NJ"",""HI""]",2,DOCTORATE,M,MORTGAGE,3395641403,MARRIED,3,1,AGENT,95355,0,1,1,0,0,state,411284,46494,1,8713874,9.8,1,Detractor,Claims process is tedious and paperwork-heavy.,2,3395641403,1719014400000,Visited,Search,0,,4397
Independent Agents,30,STEPHANIE,PEARLE,791856000000,1,21319646,3256640,General Lines Agent,"[""Associated Insurance Management LLC""]",Property and Casualty,BOCA RATON,"[""NY""]",1,DOCTORATE,F,RENT,3489505915,SINGLE,3,1,BROKER,33487,0,0,1,1,1,state,143067,86834,,1925279,0.7,14,Passive,"They do what they are supposed to – nothing more, nothing less.",8,3489505915,1752537600000,Clicked,Web Content,6,Service,4886
Independent Agents,36,DOUGLAS,TENNY,615254400000,1,935075,2375005,Life Agent,"[""TRICOR Insurance""]",Life Agent/Agency,GEORGETOWN,"[""SD"",""IA"",""ND""]",3,DOCTORATE,M,OWN,3694704975,DIVORCED,1,2,SERVICE,786332193,1,0,1,0,1,state,798207,61034,1,0,2.9,5,Detractor,Customer service lines are always busy and staff rarely follow up.,4,3694704975,1647561600000,Sent,Paid Social,7,Sales,4367
Independent Agents,66,SYLVIA,GUEVARA,-336096000000,1,15746227,1621274,General Lines Agent,"[""C3 Risk & Insurance""]","Life, Accident, Health & HMO",TERRELL,"[""GA"",""AR"",""MT"",""WY""]",4,HIGH_SCHOOL,M,MORTGAGE,3721306737,SINGLE,1,3,AGENT,751605977,1,1,1,0,0,state,322280,77432,,6461777,5.6,7,Promoter,"The policy covers all my needs, and I appreciate the transparent communication.",9,3721306737,1716076800000,Visited,Web Content,0,,6088
Independent Agents,39,JANAE,FARMER,520041600000,1,20618159,3132396,Life Agent,"[""TWFG""]",Life Agent/Agency,NEW YORK,"[""KS"",""SC"",""NY""]",3,ASSOCIATE,M,MORTGAGE,3747693616,SINGLE,2,4,MANAGER,10128,1,1,1,1,1,state,367239,88966,1,35279834,16.1,6,Detractor,No update provided despite sending all relevant documents.,0,3747693616,1757548800000,Visited,Search,10,Website,4043
Independent Agents,38,PATRICK,MURPHY,549763200000,1,16831959,1801644,General Lines Agent,"[""C3 Risk & Insurance""]",Property and Casualty,REHOBOTH,"[""TX"",""UT""]",2,DOCTORATE,F,OWN,3758535778,WIDOWED,1,4,BROKER,02769,0,0,0,1,0,state,405515,11327,1,6559132,11.7,14,Passive,"No major complaints, but nothing stands out as excellent either.",7,3758535778,1740009600000,Visited,Referral,8,Website,4614
Independent Agents,37,PATRICK,MURPHY,581817600000,1,20283229,2929983,General Lines Agent,"[""Huntington Insurance""]","Life, Accident, Health & HMO",NEW YORK,"[""MT"",""ID"",""RI""]",3,DOCTORATE,M,OWN,3758535778,WIDOWED,1,4,BROKER,10104,0,0,0,1,0,state,607053,74223,,4644356,4.6,14,Passive,"No major complaints, but nothing stands out as excellent either.",7,3758535778,1740009600000,Visited,Referral,8,Website,8280
Independent Agents,26,PATRICK,MURPHY,926380800000,1,16173074,1900022,General Lines Agent,"[""Leavitt Group""]","Life, Accident, Health & HMO",NEW YORK,"[""WV""]",1,DOCTORATE,F,OWN,3758535778,WIDOWED,1,4,BROKER,101720003,0,0,0,1,0,state,170323,64016,1,3975831,0.8,14,Passive,"No major complaints, but nothing stands out as excellent either.",7,3758535778,1740009600000,Visited,Referral,8,Website,4379
Independent Agents,34,TIMOTHY,THRAILKILL,668217600000,1,16978120,2267940,Adjuster,"[""C3 Risk & Insurance""]",Adjuster - All Lines,WEST MONROE,"[""ND""]",1,ASSOCIATE,M,OTHER,3759476199,SINGLE,3,1,AGENT,712914841,1,0,1,1,1,state,137447,67785,,13792237,8.9,9,Passive,Denied my hospitalization claim without sufficient reason.,5,3759476199,1624579200000,Visited,Event,6,Claims,4301
Comfortable retirees,63,OYEBISI,BAMGBOYE,-236390400000,1,8396589,1369084,General Lines Agent,"[""Lawley Insurance""]","Life, Accident, Health & HMO",SPRING,"[""FL""]",1,HIGH_SCHOOL,F,OTHER,3767640151,WIDOWED,3,1,AGENT,773732180,1,0,0,0,1,state,898554,97246,1,0,11.4,12,Passive,Paid premium via bank transfer. Transaction was fine.,7,3767640151,1673827200000,Visited,Web Content,8,Sales,4479
Emerging Experts,42,CHRISTOPHER,SLATKY,422755200000,1,18985863,2427859,Adjuster,"[""TIS Insurance Services Inc.""]",Adjuster -  Worker's Comp.,LUZERNE,"[""FL""]",1,HIGH_SCHOOL,F,OWN,3801099576,MARRIED,2,2,ADJUSTER,18709,0,0,1,0,1,state,632415,37792,,1607030,9.1,2,Promoter,"Exceptional customer service, prompt claim processing, and affordable premiums.",10,3801099576,1759276800000,Sent,Multichannel Initiative,6,Claims,6335
Independent Agents,48,RACHEL,RODRIGUEZ,229651200000,1,20020231,2708918,General Lines Agent,"[""James G Parker Insurance Associates""]",Property and Casualty,AUSTIN,"[""KS"",""CT""]",2,MASTER,F,MORTGAGE,3854729927,WIDOWED,2,4,SERVICE,787014168,1,1,0,1,0,state,962450,58452,,0,14.1,9,Promoter,"My agent was very patient in answering all my questions, thank you!",9,3854729927,1731283200000,Visited,Email Nurture,8,Service,6213
Independent Agents,31,RACHEL,RODRIGUEZ,765244800000,1,20686842,3012715,Adjuster,"[""James G Parker Insurance Associates""]",Adjuster - All Lines,MAITLAND,"[""MO"",""AL""]",2,MASTER,M,MORTGAGE,3854729927,WIDOWED,2,4,SERVICE,32751,1,1,0,1,0,state,781562,15538,,0,5.4,9,Promoter,"My agent was very patient in answering all my questions, thank you!",9,3854729927,1731283200000,Visited,Email Nurture,8,Service,7915
Independent Agents,65,DONNA,BUSH,-311990400000,1,2853294,1394299,Adjuster,"[""Alliant Insurance Services/Confie""]",Adjuster - All Lines,BOSTON,"[""PA"",""NM""]",2,MASTER,F,OWN,3866756561,SINGLE,2,4,SERVICE,021165066,0,1,1,0,0,state,876951,25891,,0,14.4,2,Promoter,Love the mobile app for managing my policies on the go.,9,3866756561,1641081600000,Visited,Search,0,,5850
Independent Agents,64,JAMES,TALBERT,-270604800000,1,3103417,2608040,Adjuster,"[""Paramount Exclusive Insurance Services Inc.""]",Adjuster - All Lines,BRISTOL,"[""CO"",""ME""]",2,DOCTORATE,M,OTHER,3886629539,DIVORCED,1,1,CONSULTANT,37620,1,1,1,0,0,state,802987,16045,,9215561,16.7,1,Passive,"No clarity about policy renewal terms, led to missed coverage.",6,3886629539,1685577600000,Visited,Email Non Nurture,2,Service,4693
